ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Image-URL-S;Image-URL-M;Image-URL-L;isbn_length
0515093556;Belinda;Anne Rice;1994.0;Jove Books;http://images.amazon.com/images/P/0515093556.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0515093556.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0515093556.01.LZZZZZZZ.jpg;10
0385722206;Balzac and the Little Chinese Seamstress : A Novel;DAI SIJIE;2002.0;Anchor;http://images.amazon.com/images/P/0385722206.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385722206.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385722206.01.LZZZZZZZ.jpg;10
0679732411;Gift from the Sea;Anne Morrow Lindbergh;1991.0;Pantheon Books;http://images.amazon.com/images/P/0679732411.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0679732411.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679732411.01.LZZZZZZZ.jpg;10
0142001430;Year of Wonders;Geraldine Brooks;2002.0;Penguin Books;http://images.amazon.com/images/P/0142001430.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0142001430.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0142001430.01.LZZZZZZZ.jpg;10
0609809547;Tales of a Female Nomad: Living at Large in the World;Rita Golden Gelman;2002.0;Three Rivers Press (CA);http://images.amazon.com/images/P/0609809547.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0609809547.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0609809547.01.LZZZZZZZ.jpg;10
080410526X;All I Really Need to Know;ROBERT FULGHUM;1989.0;Ivy Books;http://images.amazon.com/images/P/080410526X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/080410526X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/080410526X.01.LZZZZZZZ.jpg;10
031242227X;Running with Scissors: A Memoir;Augusten Burroughs;2003.0;Picador USA;http://images.amazon.com/images/P/031242227X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/031242227X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/031242227X.01.LZZZZZZZ.jpg;10
0767914767;The Devil Wears Prada : A Novel;LAUREN WEISBERGER;2004.0;Broadway Books;http://images.amazon.com/images/P/0767914767.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0767914767.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0767914767.01.LZZZZZZZ.jpg;10
0679721037;Hiroshima;John Hersey;1989.0;Vintage Books USA;http://images.amazon.com/images/P/0679721037.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0679721037.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679721037.01.LZZZZZZZ.jpg;10
0140270590;A New Song (Mitford Years (Paperback));Jan Karon;2000.0;Viking Books;http://images.amazon.com/images/P/0140270590.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140270590.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140270590.01.LZZZZZZZ.jpg;10
0440235596;Tara Road;Maeve Binchy;2000.0;Dell Publishing Company;http://images.amazon.com/images/P/0440235596.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440235596.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440235596.01.LZZZZZZZ.jpg;10
0441627404;The Once and Future King;T. H. White;1987.0;Ace Books;http://images.amazon.com/images/P/0441627404.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0441627404.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0441627404.01.LZZZZZZZ.jpg;10
0553562738;Doomsday Book;Connie Willis;1993.0;Spectra Books;http://images.amazon.com/images/P/0553562738.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553562738.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553562738.01.LZZZZZZZ.jpg;10
042516098X;Hornet's Nest;Patricia Daniels Cornwell;1998.0;Berkley Publishing Group;http://images.amazon.com/images/P/042516098X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/042516098X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/042516098X.01.LZZZZZZZ.jpg;10
0446613266;Four Blind Mice;James Patterson;2003.0;Warner Books;http://images.amazon.com/images/P/0446613266.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446613266.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446613266.01.LZZZZZZZ.jpg;10
038549081X;The Handmaid's Tale : A Novel;Margaret Atwood;1998.0;Anchor;http://images.amazon.com/images/P/038549081X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/038549081X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/038549081X.01.LZZZZZZZ.jpg;10
0552998486;Chocolat;Joanne Harris;2000.0;Black Swan;http://images.amazon.com/images/P/0552998486.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0552998486.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0552998486.01.LZZZZZZZ.jpg;10
0671041789;The Green Mile;Stephen King;1999.0;Pocket;http://images.amazon.com/images/P/0671041789.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671041789.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671041789.01.LZZZZZZZ.jpg;10
0439139597;Harry Potter and the Goblet of Fire (Book 4);J. K. Rowling;2000.0;Scholastic;http://images.amazon.com/images/P/0439139597.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439139597.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439139597.01.LZZZZZZZ.jpg;10
0439064864;Harry Potter and the Chamber of Secrets (Book 2);J. K. Rowling;1999.0;Scholastic;http://images.amazon.com/images/P/0439064864.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439064864.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439064864.01.LZZZZZZZ.jpg;10
0441005489;Redwall (Redwall, Book 1);Brian Jacques;1998.0;Ace Books;http://images.amazon.com/images/P/0441005489.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0441005489.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0441005489.01.LZZZZZZZ.jpg;10
0440180295;Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death;Kurt Vonnegut;1991.0;Laurel;http://images.amazon.com/images/P/0440180295.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440180295.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440180295.01.LZZZZZZZ.jpg;10
0380805995;Kiss of the Bees: A Novel of Suspense;J.A. Jance;2001.0;Avon;http://images.amazon.com/images/P/0380805995.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0380805995.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380805995.01.LZZZZZZZ.jpg;10
0449003795;P Is for Peril;Sue Grafton;2002.0;Ballantine Books;http://images.amazon.com/images/P/0449003795.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0449003795.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0449003795.01.LZZZZZZZ.jpg;10
0060935464;To Kill a Mockingbird;Harper Lee;2002.0;Perennial Classics;http://images.amazon.com/images/P/0060935464.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060935464.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060935464.01.LZZZZZZZ.jpg;10
0446322180;Name of the Rose-Nla;Umberto Eco;1984.0;Warner Books;http://images.amazon.com/images/P/0446322180.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446322180.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446322180.01.LZZZZZZZ.jpg;10
1551668998;Beach House;Mary Alice Monroe;2002.0;Mira;http://images.amazon.com/images/P/1551668998.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1551668998.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1551668998.01.LZZZZZZZ.jpg;10
0446519081;The Tenth Insight : Holding the Vision;James Redfield;1996.0;Warner Books;http://images.amazon.com/images/P/0446519081.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446519081.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446519081.01.LZZZZZZZ.jpg;10
044651862X;The Celestine Prophecy (Celestine Prophecy);James Redfield;1994.0;Warner Books;http://images.amazon.com/images/P/044651862X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/044651862X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/044651862X.01.LZZZZZZZ.jpg;10
0874776945;The Artist's Way : A Spiritual Path to Higher Creativity;Julia Cameron;1992.0;Jeremy P. Tarcher;http://images.amazon.com/images/P/0874776945.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0874776945.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0874776945.01.LZZZZZZZ.jpg;10
043935806X;Harry Potter and the Order of the Phoenix (Book 5);J. K. Rowling;2003.0;Scholastic;http://images.amazon.com/images/P/043935806X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/043935806X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/043935806X.01.LZZZZZZZ.jpg;10
0425158640;Idoru;William Gibson;1997.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425158640.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425158640.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425158640.01.LZZZZZZZ.jpg;10
0451184963;Insomnia;Stephen King;1995.0;Signet Book;http://images.amazon.com/images/P/0451184963.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0451184963.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451184963.01.LZZZZZZZ.jpg;10
0440220602;The Chamber;John Grisham;1995.0;Dell Publishing Company;http://images.amazon.com/images/P/0440220602.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440220602.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440220602.01.LZZZZZZZ.jpg;10
042513525X;Hideaway;Dean R. Koontz;1992.0;Berkley Publishing Group;http://images.amazon.com/images/P/042513525X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/042513525X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/042513525X.01.LZZZZZZZ.jpg;10
0451156609;The Tommyknockers;Stephen King;1994.0;Signet Book;http://images.amazon.com/images/P/0451156609.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0451156609.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451156609.01.LZZZZZZZ.jpg;10
034530988X;Friday;Robert Heinlein;1988.0;Del Rey Books;http://images.amazon.com/images/P/034530988X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/034530988X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/034530988X.01.LZZZZZZZ.jpg;10
1400031354;Tears of the Giraffe (No.1 Ladies Detective Agency);Alexander McCall Smith;2002.0;Anchor;http://images.amazon.com/images/P/1400031354.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1400031354.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1400031354.01.LZZZZZZZ.jpg;10
0425170349;Rainbow Six;Tom Clancy;2004.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425170349.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425170349.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425170349.01.LZZZZZZZ.jpg;10
0671695169;Midnight Whispers (Cutler);V.C. Andrews;1992.0;Pocket;http://images.amazon.com/images/P/0671695169.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671695169.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671695169.01.LZZZZZZZ.jpg;10
0671729462;My Sweet Audrina;V.C. Andrews;1990.0;Pocket;http://images.amazon.com/images/P/0671729462.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671729462.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671729462.01.LZZZZZZZ.jpg;10
0446608955;A Walk to Remember;Nicholas Sparks;2000.0;Warner Books;http://images.amazon.com/images/P/0446608955.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446608955.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446608955.01.LZZZZZZZ.jpg;10
0440204194;Firefly Summer;Maeve Binchy;1989.0;Dell;http://images.amazon.com/images/P/0440204194.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440204194.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440204194.01.LZZZZZZZ.jpg;10
0440414806;Holes (Yearling Newbery);LOUIS SACHAR;2000.0;Yearling;http://images.amazon.com/images/P/0440414806.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440414806.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440414806.01.LZZZZZZZ.jpg;10
014038572X;The Outsiders (Now in Speak!);S. E. Hinton;1997.0;Puffin Books;http://images.amazon.com/images/P/014038572X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/014038572X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/014038572X.01.LZZZZZZZ.jpg;10
0440241073;The Summons;John Grisham;2002.0;Dell Publishing Company;http://images.amazon.com/images/P/0440241073.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440241073.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440241073.01.LZZZZZZZ.jpg;10
0553277243;Time Flies;BILL COSBY;1988.0;Bantam;http://images.amazon.com/images/P/0553277243.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553277243.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553277243.01.LZZZZZZZ.jpg;10
0451190521;The Green Mile: The Mouse on the Mile (Green Mile Series);Stephen King;1996.0;Signet Book;http://images.amazon.com/images/P/0451190521.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0451190521.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451190521.01.LZZZZZZZ.jpg;10
0451190491;The Two Dead Girls (Green Mile Series);Stephen King;1996.0;Signet Book;http://images.amazon.com/images/P/0451190491.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0451190491.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451190491.01.LZZZZZZZ.jpg;10
2253044903;Le Parfum : Histoire d'un meurtrier;Patrick SÃ?Â¼skind;1988.0;LGF;http://images.amazon.com/images/P/2253044903.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/2253044903.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/2253044903.01.LZZZZZZZ.jpg;10
0449227421;The Third Twin;Ken Follett;1997.0;Fawcett Books;http://images.amazon.com/images/P/0449227421.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0449227421.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0449227421.01.LZZZZZZZ.jpg;10
1558506462;Small Miracles: Extraordinary Coincidences from Everyday Life;Yitta Halberstam;1997.0;Adams Media Corporation;http://images.amazon.com/images/P/1558506462.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1558506462.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1558506462.01.LZZZZZZZ.jpg;10
0451167716;The Godfather;Mario Puzo;2004.0;Signet Book;http://images.amazon.com/images/P/0451167716.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0451167716.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451167716.01.LZZZZZZZ.jpg;10
0446606324;The Winner;David Baldacci;1998.0;Warner Vision;http://images.amazon.com/images/P/0446606324.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446606324.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446606324.01.LZZZZZZZ.jpg;10
0446604089;The Best Laid Plans;Sidney Sheldon;1998.0;Warner Books;http://images.amazon.com/images/P/0446604089.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446604089.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446604089.01.LZZZZZZZ.jpg;10
0515132187;The Villa;Nora Roberts;2002.0;Jove Books;http://images.amazon.com/images/P/0515132187.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0515132187.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0515132187.01.LZZZZZZZ.jpg;10
0449213447;The Chosen;Chaim Potok;1995.0;Fawcett Books;http://images.amazon.com/images/P/0449213447.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0449213447.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0449213447.01.LZZZZZZZ.jpg;10
0446670251;The Virgin Suicides;Jeffrey Eugenides;1994.0;Warner Books;http://images.amazon.com/images/P/0446670251.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446670251.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446670251.01.LZZZZZZZ.jpg;10
0425154092;From Potter's Field;Patricia Daniels Cornwell;1996.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425154092.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425154092.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425154092.01.LZZZZZZZ.jpg;10
0425179613;It's Not About the Bike: My Journey Back to Life;Lance Armstrong;2001.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425179613.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425179613.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425179613.01.LZZZZZZZ.jpg;10
0375724370;Anil's Ghost (Vintage International);Michael Ondaatje;2001.0;Vintage Books USA;http://images.amazon.com/images/P/0375724370.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375724370.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375724370.01.LZZZZZZZ.jpg;10
0671014196;The Summerhouse;Jude Deveraux;2002.0;Pocket;http://images.amazon.com/images/P/0671014196.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671014196.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671014196.01.LZZZZZZZ.jpg;10
0871136791;Cold Mountain;Charles Frazier;1997.0;Atlantic Monthly Press;http://images.amazon.com/images/P/0871136791.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0871136791.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0871136791.01.LZZZZZZZ.jpg;10
0553380095;The Heart of a Woman;Maya Angelou;1997.0;Bantam;http://images.amazon.com/images/P/0553380095.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553380095.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553380095.01.LZZZZZZZ.jpg;10
0525945938;Scarlet Feather;Maeve Binchy;2001.0;Dutton Books;http://images.amazon.com/images/P/0525945938.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0525945938.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0525945938.01.LZZZZZZZ.jpg;10
0385496095;Traveling Mercies: Some Thoughts on Faith;Anne Lamott;2000.0;Anchor Books/Doubleday;http://images.amazon.com/images/P/0385496095.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385496095.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385496095.01.LZZZZZZZ.jpg;10
0385475721;The Blind Assassin;Margaret Atwood;2000.0;Nan A. Talese;http://images.amazon.com/images/P/0385475721.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385475721.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385475721.01.LZZZZZZZ.jpg;10
1551667509;Haunted;Heather Graham;2003.0;Mira;http://images.amazon.com/images/P/1551667509.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1551667509.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1551667509.01.LZZZZZZZ.jpg;10
0679405283;The Tale of the Body Thief (Vampire Chronicles);Anne Rice;1992.0;Alfred A. Knopf;http://images.amazon.com/images/P/0679405283.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0679405283.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679405283.01.LZZZZZZZ.jpg;10
0515137111;Birthright;Nora Roberts;2004.0;Jove Books;http://images.amazon.com/images/P/0515137111.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0515137111.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0515137111.01.LZZZZZZZ.jpg;10
0375406182;Plainsong;Kent Haruf;1999.0;Alfred A. Knopf;http://images.amazon.com/images/P/0375406182.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375406182.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375406182.01.LZZZZZZZ.jpg;10
0553271636;D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback));Sue Grafton;1988.0;Bantam;http://images.amazon.com/images/P/0553271636.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553271636.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553271636.01.LZZZZZZZ.jpg;10
0345389964;A Son of the Circus;John Irving;1995.0;Ballantine Books;http://images.amazon.com/images/P/0345389964.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345389964.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345389964.01.LZZZZZZZ.jpg;10
0679751521;Midnight in the Garden of Good and Evil;John Berendt;1999.0;Vintage Books USA;http://images.amazon.com/images/P/0679751521.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0679751521.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679751521.01.LZZZZZZZ.jpg;10
0312966091;Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel);Janet Evanovich;1998.0;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312966091.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0312966091.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0312966091.01.LZZZZZZZ.jpg;10
0670813648;Misery;Stephen King;1990.0;Viking Books;http://images.amazon.com/images/P/0670813648.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0670813648.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0670813648.01.LZZZZZZZ.jpg;10
0375504613;A Short Guide to a Happy Life;ANNA QUINDLEN;2000.0;Random House;http://images.amazon.com/images/P/0375504613.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375504613.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375504613.01.LZZZZZZZ.jpg;10
0671001795;Two for the Dough;Janet Evanovich;1996.0;Pocket;http://images.amazon.com/images/P/0671001795.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671001795.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671001795.01.LZZZZZZZ.jpg;10
0553274295;Where the Red Fern Grows;Wilson Rawls;1984.0;Random House Children's Books;http://images.amazon.com/images/P/0553274295.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553274295.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553274295.01.LZZZZZZZ.jpg;10
0446600253;Bless Me, Ultima;Rudolfo Anaya;1994.0;Warner Books;http://images.amazon.com/images/P/0446600253.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446600253.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446600253.01.LZZZZZZZ.jpg;10
0316782262;All He Ever Wanted;Anita Shreve;2003.0;Little, Brown;http://images.amazon.com/images/P/0316782262.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0316782262.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316782262.01.LZZZZZZZ.jpg;10
0525945210;A Man Named Dave: A Story of Triumph and Forgiveness;David J. Pelzer;1999.0;Dutton Books;http://images.amazon.com/images/P/0525945210.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0525945210.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0525945210.01.LZZZZZZZ.jpg;10
0446530387;Stone Kiss (Peter Decker & Rina Lazarus Novels (Hardcover));Faye Kellerman;2002.0;Warner Books;http://images.amazon.com/images/P/0446530387.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446530387.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446530387.01.LZZZZZZZ.jpg;10
0688177743;Keeping Faith : A Novel;Jodi Picoult;2000.0;Perennial;http://images.amazon.com/images/P/0688177743.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0688177743.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0688177743.01.LZZZZZZZ.jpg;10
0375413634;The Emperor of Ocean Park (Today Show Book Club #1);Stephen L. Carter;2002.0;Alfred A. Knopf;http://images.amazon.com/images/P/0375413634.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375413634.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375413634.01.LZZZZZZZ.jpg;10
0679439382;The Little Friend;Donna Tartt;2002.0;Alfred A. Knopf;http://images.amazon.com/images/P/0679439382.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0679439382.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679439382.01.LZZZZZZZ.jpg;10
0804108749;Saint Maybe;ANNE TYLER;1992.0;Ivy Books;http://images.amazon.com/images/P/0804108749.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0804108749.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0804108749.01.LZZZZZZZ.jpg;10
0425121631;Rules of Prey;John Sandford;1992.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425121631.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425121631.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425121631.01.LZZZZZZZ.jpg;10
0316693235;Violets Are Blue;James Patterson;2001.0;Little, Brown;http://images.amazon.com/images/P/0316693235.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0316693235.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316693235.01.LZZZZZZZ.jpg;10
0425153975;The Eyes of Darkness;Dean R. Koontz;1996.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425153975.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425153975.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425153975.01.LZZZZZZZ.jpg;10
0425119653;Mutation;Robin Cook;1991.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425119653.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425119653.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425119653.01.LZZZZZZZ.jpg;10
0553579983;And Then You Die;Iris Johansen;1998.0;Bantam;http://images.amazon.com/images/P/0553579983.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553579983.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553579983.01.LZZZZZZZ.jpg;10
0399149325;Portrait of a Killer: Jack the Ripper -- Case Closed;Patricia Cornwell;2002.0;G. P. Putnam's Sons;http://images.amazon.com/images/P/0399149325.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0399149325.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0399149325.01.LZZZZZZZ.jpg;10
0804114986;The Bonesetter's Daughter;Amy Tan;2002.0;Ballantine Books;http://images.amazon.com/images/P/0804114986.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0804114986.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0804114986.01.LZZZZZZZ.jpg;10
0446611808;Envy;Sandra Brown;2002.0;Warner Books;http://images.amazon.com/images/P/0446611808.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446611808.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446611808.01.LZZZZZZZ.jpg;10
0425178579;Betrayal in Death;Nora Roberts;2001.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425178579.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425178579.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425178579.01.LZZZZZZZ.jpg;10
