User-ID;Location;Age
236340;st kilda, victoria, australia;29.0
236757;mars, pennsylvania, usa;
237264;cairo, n/a, egypt;35.0
237271;sandy, utah, usa;
237411;irvine, california,;
237534;rexdale, ontario, canada;47.0
237748;eagan, minnesota, usa;27.0
237990;rochester, new york, usa;
238065;bourbonnais, illinois, usa;27.0
238120;louisville, kentucky, usa;25.0
238419;lapeer, michigan, usa;
238557;kuala lumpur, selangor, malaysia;21.0
238613;st. john`s, newfoundland, canada;37.0
238699;amagansett, new york, usa;
238781;yucca valley, california, usa;51.0
238849;saskatoon, saskatchewan, canada;40.0
238864;powys, wales, united kingdom;32.0
238889;clark fork, idaho, usa;33.0
239423;jackson, tennessee, usa;49.0
239535;columbus, ,;
239584;gilroy, california, usa;
239594;leuven, vlaams-brabant, belgium;28.0
239692;virginia beach, virginia, usa;24.0
240035;birmingham, alabama, usa;
240144;muskego, wisconsin, usa;34.0
240219;arlington, tennessee, usa;38.0
240224;walnut creek, california, usa;52.0
240333;sheffield, south yorkshire, united kingdom;33.0
240370;brookline, massachusetts, usa;
240403;louisville, kentucky, usa;49.0
240567;hawthorne, new jersey, usa;33.0
240568;elk  city, oklahoma, usa;34.0
240643;niceville, florida, usa;
240700;waldorf, maryland, usa;15.0
241204;marrickville, new south wales, australia;23.0
241548;saratoga, california, usa;44.0
241666;san francisco, california, usa;35.0
241980;ashburn, virginia, usa;35.0
242073;aldergrove, british columbia, canada;28.0
242083;fairview, new mexico, usa;24.0
242106;covington, virginia, usa;28.0
242143;fort frances, ontario, canada;
242299;orlando, florida, usa;25.0
242528;lindstrom, minnesota, usa;44.0
242646;ft myers beach, florida, usa;
243065;royal oak, michigan, usa;
243236;modesto, california, usa;50.0
243294;geismar, louisiana, usa;25.0
243328;portland, oregon, usa;33.0
243360;east elmhurst, new york, usa;
243759;lock haven, pennsylvania, usa;51.0
243879;los angeles, california, usa;32.0
243929;chicago, illinois,;63.0
243930;montreuil, seine saint-denis, france;43.0
243984;st. louis, ,;40.0
244171;moline, illinois, usa;51.0
244277;inverness, scotland, united kingdom;44.0
244286;howell, new jersey, usa;22.0
244359;worcester, massachusetts, usa;17.0
244420;kenmore, ,;
244627;shelbyville, tennessee, usa;32.0
244657;chicago, illinois, usa;32.0
244685;rockvale, tennessee,;
244736;forest grove, oregon, usa;23.0
244915;lexington, north carolina, usa;49.0
245088;adams, massachusetts, usa;27.0
245295;puchong, selangor, malaysia;24.0
245311;eugene, oregon, usa;
245371;halifax, nova scotia, canada;26.0
245410;san antonio, texas, usa;28.0
245568;springport, michigan, usa;
245645;phoenix, arizona, usa;
245649;greensboro, north carolina, usa;27.0
245650;lakeland, florida, usa;
245827;albuquerque, ,;
246000;saratoga, california, usa;20.0
246311;lynnwood, washington, usa;35.0
246507;san francisco, california, usa;35.0
246513;virginia beach, virginia, usa;23.0
246634;dana point, california, usa;
246759;singapore, n/a, singapore;23.0
246776;gympie, queensland, australia;21.0
247055;daly city, california, usa;25.0
247060;portland, oregon, usa;
247129;kuching, sarawak, malaysia;26.0
247240;port of spain, maraval, trinidad and tobago;31.0
247241;avalon, wisconsin, usa;37.0
247447;long beach, california, usa;19.0
247752;wake forest, north carolina, usa;30.0
247852;snellville, georgia, usa;
248098;hayward, california, usa;38.0
248464;portland, oregon, usa;30.0
248477;dandridge, tennessee, usa;17.0
248496;coquitlam, british columbia, canada;
248718;hyde park, new york, usa;43.0
248850;verdon, nebraska, usa;48.0
249111;calgary, alberta, canada;
249223;erdenheim, pennsylvania, usa;
249628;whitney, texas, usa;51.0
249695;halifax, nova scotia, canada;35.0
249862;sugar land, texas, usa;
249894;duncansville, pennsylvania, usa;
249989;lansing, michigan, usa;
250101;phoenix, arizona, usa;61.0
250184;renton, washington, usa;
250300;n/a, n/a, singapore;
250330;riverdale, new york, usa;
250398;hanover park, illinois, usa;50.0
250709;chicago, illinois, usa;
250925;milton, ontario, canada;33.0
250962;vancouver, british columbia, canada;24.0
251003;latonia, kentucky, usa;37.0
251140;redding, california, usa;25.0
251164;trabuco canyon, california, usa;59.0
251242;delta, british columbia, canada;28.0
251394;portland, maine, usa;25.0
251422;cumberland, maryland, usa;23.0
251613;sonoma, california, usa;34.0
251843;homer city, pennsylvania, usa;
251844;lisboa, lisboa, portugal;30.0
252071;catawba, wisconsin, usa;32.0
252695;lincoln, nebraska, usa;
252820;montreal, quebec, canada;33.0
252827;sheffield, england, united kingdom;36.0
252843;ogden, utah, usa;
252865;olympia, washington, usa;30.0
253005;huntsville, alabama, usa;43.0
253482;vallejo, california, usa;24.0
253580;midland, ontario, canada;52.0
253629;gulf breeze, florida, usa;
253871;mechanicsville, maryland, usa;26.0
253949;steamboat springs, colorado, usa;33.0
254144;collinsville, texas, usa;23.0
254160;millbrae, california, usa;33.0
254201;milwaukee, wisconsin, usa;25.0
254206;tucson, arizona, usa;31.0
254299;the dalles, oregon, usa;55.0
254465;maryville, tennessee, usa;22.0
254899;browns mills, new jersey, usa;54.0
255078;pewaukee, wisconsin, usa;49.0
255092;corrales, new mexico, usa;
255489;sherman oaks, california, usa;
255546;las vegas, nevada, usa;42.0
256402;huntsville, alabama, usa;34.0
256407;florissant, missouri, usa;58.0
256843;isle of palms, south carolina, usa;40.0
257024;houston, ,;38.0
257028;chicago heights, illinois, usa;31.0
257204;akron, ohio, usa;32.0
257548;ray, michigan usa, ,;45.0
257700;slippery rock, pennsylvania, usa;22.0
258151;beaverton, oregon, usa;
258152;calgary, alberta, canada;29.0
258185;livermore, maine, usa;37.0
258270;fpo, ap, okinawa, japan;
258482;oro valley, arizona, usa;
258534;mcqueeney, texas, usa;32.0
258884;belvidere, illinois, usa;
258938;los angeles, california, usa;27.0
259006;saginaw, michigan, usa;28.0
259035;edmonton, alberta, canada;38.0
259118;philadelphia, pennsylvania, usa;34.0
259259;woodruff, south carolina, usa;30.0
259260;fair haven, michigan, usa;56.0
259320;foster city, california, usa;41.0
259430;mission, texas, usa;24.0
259626;austin, texas, usa;2.0
259629;carrollton, texas, usa;51.0
259901;thompson, manitoba, canada;
259930;miami, florida, usa;25.0
260183;st catharines, ontario, canada;25.0
260419;fairview, oregon, usa;32.0
260897;chicago, illinois, usa;25.0
260944;stratford, connecticut, usa;
261603;san bernardino, california, usa;27.0
261829;fpo, ap, usa;32.0
261998;seal beach, california, usa;28.0
262902;sydney, new south wales, australia;32.0
262998;melbourne, victoria, australia;
263163;austin, texas, usa;26.0
263325;fredericton, new brunswick, canada;27.0
263383;arlington, ,;
263645;st. catharines, ontario, canada;28.0
263877;victoria, british columbia, canada;44.0
264031;traverse city, michigan, usa;34.0
264082;irving, texas, usa;42.0
264152;boston, massachusetts, usa;
264311;atlantic highlands, new jersey, usa;29.0
264317;portela de sacavém, loures, portugal;25.0
264321;toronto, ontario, canada;33.0
264525;quezon city, manila, philippines;17.0
264543;quincy, massachusetts, usa;
264657;st. louis, missouri, usa;23.0
264947;la mesa, california, usa;
265115;vista, california, usa;
265313;morrisville, north carolina, usa;33.0
265487;kaneohe, hawaii, usa;75.0
265751;sebastopol, california, usa;
265889;kitchener, ontario, canada;30.0
266056;hoover, alabama, usa;47.0
266164;st. charles, illinois, usa;
266226;new york, new york, usa;
266268;camden, south carolina, usa;
266283;walla walla, washington, usa;62.0
266355;el cajon, california, usa;
266466;kenmore, washington, usa;45.0
266840;columbia, south carolina, usa;22.0
266865;reston, virginia, usa;33.0
266866;northamptonshire, england, united kingdom;33.0
267033;tucson, arizona, usa;
267510;klang, selangor, malaysia;23.0
267635;bartlesville, oklahoma, usa;69.0
267830;fort worth, texas, usa;101.0
268030;christchurch, canterbury, new zealand;
268032;sunnyvale, california, usa;34.0
268110;westerville, ohio, usa;
268300;halifax, nova scotia, canada;25.0
268622;upper township, new jersey, usa;36.0
268657;petaling jaya, selangor darul ehsan, malaysia;20.0
268751;sheboygan, wisconsin, usa;34.0
268932;red deer, alberta, canada;38.0
269273;costa mesa, california, usa;
269386;roberts, montana, usa;36.0
269566;seattle, washington, usa;9.0
269799;new york, new york, usa;
269835;loveland, colorado, usa;25.0
269890;niles, michigan, usa;27.0
270352;lombard, illinois, usa;31.0
270554;fredericton, new brunswick, canada;
270605;bourbonnais, illinois, usa;
270713;toronto, ontario, canada;27.0
270737;stowe, vermont, usa;63.0
270801;boise, idaho, usa;56.0
270820;west bend, wisconsin, usa;52.0
270838;rosemead, california, usa;53.0
271144;albuquerque, new mexico, usa;25.0
271176;louisville, kentucky, usa;39.0
271195;elsmere, kentucky, usa;39.0
271306;dallas, texas, usa;39.0
271448;ona, west virginia, usa;27.0
271460;saint louis, missouri, usa;63.0
271531;wenonah, new jersey, usa;32.0
271538;alexandria, virginia, usa;23.0
271558;henderson, nevada, usa;35.0
271622;malmok, n/a, aruba;
271705;atlanta, georgia, usa;25.0
272225;morecambe, england, united kingdom;49.0
272407;lakewood, colorado, usa;32.0
272573;poway, california, usa;23.0
273086;chicago, illinois, usa;33.0
273113;topeka, kansas, usa;18.0
273190;coconut grove, ,;71.0
273307;san francisco, california, usa;
273813;lynchburg, virginia,;
273976;saratoga, california, usa;20.0
273979;bloomsburg, pennsylvania, usa;20.0
274004;sydenham, london, england, united kingdom;41.0
274056;seattle, washington, usa;24.0
274061;gahanna/columbus, ohio, usa;26.0
274301;frankston, victoria, australia;41.0
274308;delray beach, florida, usa;33.0
274325;amsterdam, n/a, netherlands;51.0
274393;san francisco, california, usa;
274549;san diego, california, usa;
274634;wahiawa, hawaii, usa;33.0
274808;paynesville, , usa;17.0
275154;san diego, california, usa;
275970;pittsburgh, pennsylvania, usa;46.0
276050;beacon, new york, usa;30.0
276165;las vegas, nevada, usa;20.0
276231;livingston, texas, usa;
276641;porto, porto, portugal;25.0
276680;hopewell junction, new york, usa;55.0
277427;gilbert, arizona, usa;48.0
277523;woodstock, virginia, usa;62.0
277945;webster groves, missouri, usa;
278026;east orange, new jersey, usa;56.0
278194;aptos, california, usa;
278535;oshkosh, wisconsin, usa;
278582;slidell, louisiana, usa;
278633;sandy, utah, usa;
278843;pismo beach, california, usa;28.0
